Product Name,Display Name,Stockcode,Barcode,Medium Image File,Cup Measure,Price,Cup Price,Cup String,Has Cup Price,Package Size,Sap Department Name,Sap Category Name,Sap Sub Category Name,Sap Segment Name,Department,Aisle,Description,Vegetarian,Wool Dietary Claim,Allergen Contains,Allergy Statement,Ingredients
Home Chef Quiche Spinach & Feta Chilled Meal,Home Chef Quiche Spinach & Feta Chilled Meal 700g,763317,9323062003224,https://cdn0.woolworths.media/content/wowproductimages/medium/763317.jpg,100G,9,1.29,$1.29 / 100G,TRUE,700G,FRESH CONVENIENCE,DELI CONVENIENCE,CHILLED PIES AND PASTRIES,PASTRY FAMILY,bakery,pastries,,False,Free from artificial flavour. Free from artificial colour,"Egg, Wheat, Milk",No Artificial Colours or Flavours,"Egg Filling (73%) Water, Egg (16%), Feta Cheese (11%) (Goats Milk, Cow Milk, Salt, Non Animal Rennet), Spinach (10%), Cheddar Cheese (Milk), Thickened Cream (Cream (Milk)), Roast Onion, Dried Full Cream Milk, Thickener (1442), Oat Fibre, Psyllium, Salt, Pepper, Shortcrust Pastry (27%) Wheat Flour, Water, Vegetable Shortening (Palm Oil**, Antioxidant (307)), Butter (Milk), Dried Full Cream Milk, Salt, Baking Powder (Wheat), Yoghurt Powder (Milk), Cheddar Cheese Powder (Milk), ** Contributes to the production of Sustainable Palm Oil"
Simson's Pantry Low Carb Keto Friendly Wraps,Simson's Pantry Low Carb Keto Friendly Wraps 5 Pack,240436,9334169000559,https://cdn0.woolworths.media/content/wowproductimages/medium/240436.jpg,100G,6,3,$3.00 / 100G,TRUE,5 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,WRAPS,bakery,"rolls, wraps & flatbreads","Our Better for You Low Carb Keto Friendly Wraps 5pk provide a NEW alternative to assist in meeting your unique nutritional requirements!

1.2g CARBS per WRAP* and LESS THAN 99 CALORIES per WRAP*

Perfect size to create a delicious wrap, burrito or even a thin crust pizza!

Full of nutritional goodness - 

5 HEALTH STAR RATING
94% LESS CARBS*
49% LESS SALT+
151% MORE PROTEIN^
NO ADDED SUGAR
EXCELLENT SOURCE OF FIBRE
VEGAN FRIENDLY
100% MADE USING SOLAR ELECTRICITY

Proudly Family Owned and Australian Made in Country VICTORIA!

- average values compared per 100g to Simson's Pantry Premium White 19012022
#Compared to Simson's Pantry Low Carb Keto Friendly wraps 19.10.2021 (5.7g100g Carbohydrates)",False,"Source Of Fibre, Source Of Protein, Low Carb
No Added Sugar
Lower Salt
Non Gmo
Fodmap Friendly","Wheat, Gluten, Soy",Fish Free,"Water, Seed Flours (Chia Seed, Flaxseed), Soy Protein, Vegetable Fat & Oil, Wheat Protein (Gluten), Apple Cider Vinegar, Wheat Fibre, Modified Wheat Starch (1413), Oat Fibre, Pea Protein, Wheat Bran, Thickeners (412, 415, 461), Acidity Regulator (297), Iodised Salt, Emulsifier (471), Baking Powder (Raising Agents (339, 341, 450, 500)), Preservative (200)."
Woolworths Thin Crust Pizza Base,Woolworths Thin Crust Pizza Base 2 Pack,89471,9339687168606,https://cdn0.woolworths.media/content/wowproductimages/medium/089471.jpg,100G,3,1.5,$1.50 / 100G,TRUE,2 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,PIZZA/BASES,bakery,"rolls, wraps & flatbreads",,False,"Free From Artificial ColourFree From Artificial Flavour","Milk, Gluten",No Artificial Colours or Flavours,"Wheat Flour ((68%), (Thiamine, Folic Acid)), Water, Vegetable Oil, Bread Improver (Wheat Flour, Thickener (412), Sugar, Barley Malt Extract, Acidity Regulators (339, 341, 340), Wheat Malt Flour, Emulsifier (472e), Dextrose, Whey Powder, Vegetable Oil, Salt, Antioxidant (300)), Yeast, Sugar, lodised Salt, Acidity Regulator (297), Preservative (281)"
Woolworths Mini Bread Rolls Soft Hot Dog,Woolworths Mini Bread Rolls Soft Hot Dog 12 Pack,720679,0286969000002,https://cdn0.woolworths.media/content/wowproductimages/medium/720679.jpg,1EA,4.5,0.38,$0.38 / 1EA,TRUE,12 Pack,BAKEHOUSE,INSTORE BAKERY,ISB BREAD ROLL,WHITE ROLL,bakery,"rolls, wraps & flatbreads",<p></p>,False,,"Gluten, Sesame",Fish Free,"<p>Wheat Flour, Water, Yeast, Vegetable Oils (from Palm &/or Canola) , Wheat Gluten, Iodised Salt, Yellow Pea Flour, Vitamins (Thiamin, Folate). Topping Option (Sesame Seeds or Poppy Seeds). </p>"
Toscano Chocolate Filled Crepes,Toscano Chocolate Filled Crepes 192g,709014,9417986938103,https://cdn0.woolworths.media/content/wowproductimages/medium/709014.jpg,100G,6,3.13,$3.13 / 100G,TRUE,192G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BRIOCHE,bakery,baked snacks & sweets,"French Crêpes with a chocolate & Hazelnut filling. Made in the region of Brittan, the origin of French Crêpes.",False,,"Wheat, Egg, Milk, Soy & Tree Nuts",No Artificial Colours or Flavours,"Crepe (62.5%) [Whole Milk, Wheat Flour, Sugar, Egg, Butter (from Milk), Sunflower Oil, Salt], Chocolate and Hazelnut Filling (37.5%) [Sugar, Sunflower Oil, Chocolate (5%) (Cocoa Powder, Cocoa Paste, Sugar, Emulsifier (Soy Lecithin), Flavouring), Lactose (from Milk), Milk Solids, Hazelnut Paste (0.6%)]."
Toscano Pizza Bruschettina,Toscano Pizza Bruschettina 270g,679319,9350007001601,https://cdn0.woolworths.media/content/wowproductimages/medium/679319.jpg,100G,4.8,1.78,$1.78 / 100G,TRUE,270G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,FOCCACIA AND BRUSCHETTA,bakery,"rolls, wraps & flatbreads",Handcrafted to an authentic Neapolitan recipe by the Vastola family. Our pizza bases are stoned baked using traditional volcanic ovens. Embracing culture and passion we bring you a true Italian experience.,False,Free from artificial flavour. Free from artificial colour,"Soy, Wheat",Egg Free,"Wheat Flour, Water, Semolina Flour (from Wheat), Salt, Extra Virgin Olive Oil, Oregano, Yeast, Malt Wheat Flour, Potato Flakes, Vinegar Powder, Vegetable Emulsifier (Soy Lecithin), Raising Agent (Sodium Bicarbonate), Preservative (202), Natural Olive Extract"
Toscano Belgian Liege Waffles Choc Coated,Toscano Belgian Liege Waffles Choc Coated 4 Pack,247546,9300602377144,https://cdn0.woolworths.media/content/wowproductimages/medium/247546.jpg,100G,5.5,2.29,$2.29 / 100G,TRUE,4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,WAFFLES,bakery,baked snacks & sweets,,False,,"Wheat, Gluten, Egg, Soy",Fish Free,"Wheat Flour, Sugar, Margarine [Vegetable Oils And Fats, Water, Emulsifiers (Soy Lecithin, 471), Salt, Citric Acid, Natural Flavours, Natural Colour (Carotene)], Cocoa Coating (13,6 %) [Sugar, Vegetable Fats, Fat Reduced Cocoa Powder, Stabilizing Agent (492), Emulsifier (Soy Lecithin), Natural Vanilla Flavour], Egg, Yeast, Soy Flour, Invert Sugar Syrup, Sorbitol, Salt, Emulsifier (Soy Lecithin), Flavour."
Bfree 5 Wraps Sweet Potato,Bfree 5 Wraps Sweet Potato 210g,489783,5391521690470,https://cdn0.woolworths.media/content/wowproductimages/medium/489783.jpg,100G,8,3.81,$3.81 / 100G,TRUE,210G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,DIETARY NEEDS,bakery,sourdough & specialty bread,"BFree Sweet Potato Wraps are Delicious & Nutritious.<br><br><p>At BFree, we believe you can live free, without having to compromise on flavour or quality. Our great tasting products are created with carefully chosen, wholesome, free-from ingredients.<br><br>Sweet Potato Wraps are made with ground sweet potato flour, each wrap is an Excellent Source of Fibre and is only 78 calories.<br><br>Live free! Gluten Free, Wheat Free, Dairy Free, Nut Free, Egg Free. <br><br>Excellent Source of Fibre and Vegan Friendly <br><br>Kosher, Non GMO<br><br>Endorsed by Coeliac Australia & NZ.<br><br>The Daily intakes in the thumbnails are based on an average adult diet of 8700kJ. Your daily intakes may be higher or lower depending on your energy needs.</p>",False,SOURCE OF FIBRE;GLUTEN FREE;Free From Dairy;,,Wheat Free,"Water, Sweet Potato Flour (16%), Bamboo Fibre, Potato Starch, Thickeners (Xanthan Gum, Guar Gum, Carboxymethylcellulose), Tapioca Starch, Corn Starch, Canola Oil, Sugar, Psyllium Husk, Millet Flour, Potato Fibre, Teff Flour, Raising Agents (Monocalcium Phosphate, Sodium Bicarbonate), Yeast, Pea Protein, Sourdough (Rice Flour, Water), Salt, Carrot Powder, Tomato Powder, Acids (Citric Acid, Tartaric Acid), Cultured Dextrose, Preservative (Sorbic Acid), Flavouring. May Contain Sesame."
Woolworths Cookies Choc Chip,Woolworths Cookies Choc Chip 24 Pack,250627,0280374000008,https://cdn0.woolworths.media/content/wowproductimages/medium/250627.jpg,1EA,5.5,0.23,$0.23 / 1EA,TRUE,24 Pack,BAKEHOUSE,INSTORE BAKERY,INSTORE MANUF CAKE/PASTRY,COOKIES / BISCUITS,bakery,in-store bakery,<p></p>,False,,,Fish Free,"INGREDIENTS: Wheat Flour, Sugar, Dark Compound Chocolate (20%) (Sugar, Hydrogenated Vegetable Fat Palm Oil, Vegetable Emulsifiers (322 from Soy, 492), Cocoa Powder, Milk Solids, Salt, Emulsifier (322 from Soy),Natural Vanilla Flavouring, Margarine (Vegetable Fats and Oils (Palm, Canola), Water, Salt, Vegetable Emulsifiers (322 from Soy,471(Palm), 472c), Antioxidants (307b from Soy, 304), Natural Butter Favouring, Natural Colours(100,160b,160a)), Water, Natural Vanilla Flavouring, Raising Agent (500), Salt, Egg Powder."
Abe's Bagel Bakery Natural Bagels,Abe's Bagel Bakery Natural Bagels 360g 4 Pack,270580,9421001850028,https://cdn0.woolworths.media/content/wowproductimages/medium/270580.jpg,1EA,5,1.25,$1.25 / 1EA,TRUE,360G 4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BAGELS,biscuits & snacks,crispbreads & rice cakes,"<p>Behold! The best thing since sliced bread. Lovingly prepared with the finest of ingredients, from recipes handed down by generations, then gently steam. Baked to perfection. Ladies and Gents, we give you the beautiful Abe's Bagel. Enjoy!</p><p>The Natural</p><p>- No cholesterol and 98% fat free.</p><p>- No artificial colours or flavours</p><p>- no artificial preservatives.</p>",False,"Cholesterol Free, No Artificial Colours, No Artificial Flavours, No Preservatives, Low Fat","Gluten, Wheat",No Artificial Colours or Flavours,
Hedy's Fresh Quiche Spinach & Feta Chilled Meal,Hedy's Fresh Quiche Spinach & Feta Chilled Meal 1.1kg,669044,9315679959599,https://cdn0.woolworths.media/content/wowproductimages/medium/669044.jpg,100G,14.5,1.32,$1.32 / 100G,TRUE,1.1Kg,FRESH CONVENIENCE,DELI CONVENIENCE,CHILLED PIES AND PASTRIES,PASTRY FAMILY,serviced deli,deli ready to heat,"<div>What Makes us great.<br>With  45 years of tradition in baking, Hawken Bakehouse is an all Australian family run business.<br>From the beginning, our philosophy was simple, we use fresh locally sourced produce wherever we can to make wholesome food.   <br>Hedy's Quiche is one of the few quiches made using fresh egg, cream, milk and cheese sourced directly from farmers and producers. <br>The best products start with the best ingredients.</div>",False,,"Milk,Egg,Gluten,Soy,Sulphites",,"Egg Filling(76%)Milk, Egg, Cream, Tasty Cheese (Milk, Salt, Starter Culture, Enzyme [Non-Animal Rennet]), Spinach (9%), Feta(5%) (Milk, Salt, Non-Animal Rennet, Culture), Onion, Parmesan (Milk, Anti- Caking Agent [460], Salt, Starter Culture, Enzymes), Canola Oil, Starch Blend (Contains Modified Starch [1414], Preservative [202] salt, pepper, nutmeg), Gum Blend (Gums [461, 401, 415], Modified Starch [1414}.<br>Short Crust Pastry (24%)<br>Flour (Wheat Flour, Vitamins [Thiamine, Folic Acid]), Water, Margarine (Vegetable Oils, Antioxidant [307]), Yeast, Iodised Salt, Bulking Agent, Baking Powder (Raising agents 500, 341)."
Toscano Classic Brioche Rolls,Toscano Classic Brioche Rolls 280g,708948,9417986938158,https://cdn0.woolworths.media/content/wowproductimages/medium/708948.jpg,100G,6.5,2.32,$2.32 / 100G,TRUE,280G,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BAKERY SNACKS,BRIOCHE,bakery,baked snacks & sweets,"<p>Toscano Milk Brioche Rolls are suitable for vegetarians and contains no artificial flavours or colours. </p><p><span style=""background-color: transparent;"">Individually wrapped.</span><br/></p>",False,,"Egg, Milk, Wheat",No Artificial Colours or Flavours,"Wheat Flour, Sugar, Egg, Vegetable Oil, Water, Milk Solids (2%), Vegetable Emulsifiers (471, 481), Salt, Yeast, Natural Flavourings, Wheat Gluten, Thickener (Tara Gum), Antioxidant (Ascorbic Acid), Natural Colour (Carotene), Preservative (200)."
Home Chef Quiche Lorraine Chilled Meal,Home Chef Quiche Lorraine Chilled Meal 200g,581054,9323062002708,https://cdn0.woolworths.media/content/wowproductimages/medium/581054.jpg,100G,5,2.5,$2.50 / 100G,TRUE,200G,FRESH CONVENIENCE,DELI CONVENIENCE,CHILLED PIES AND PASTRIES,PASTRY SINGLES,bakery,pastries,Home Chef Quiche Lorraine contains no artificial colours or flavours.,False,"No Artificial Colours, No Artificial Flavours","Egg, Gluten, Milk",Soy Free,"Egg Filling (65%) Water, Egg (23%), Bacon (11%), (Pork, Salt, Dextrose, Sucrose, Mineral Salts (450, 451, 452) Water, Antioxidant (316), Preservative (250)), Thickened Cream (Cream (Milk), Mineral Salts (450, 500), Stabiliser (400)), Cheddar Cheese (5%) (Milk, Salt, Non Animal Rennet), Dried Full Cream Milk, Roasted Onion (Onion, Canola Oil, Salt), Thickener (1442), Herbs, Spices. Shortcrust Pastry (35%) Wheat Flour, Water, Vegetable Shortening (Palm Oil, Antioxidant (307)), Butter (Milk), Dried Full Cream Milk, Salt Baking Powder (Wheat), Yoghurt Powder (Milk), Cheddar Cheese Powder (Milk)."
Tip Top Potato Burger Buns,Tip Top Potato Burger Buns 4 Pack,217401,9339423009330,https://cdn0.woolworths.media/content/wowproductimages/medium/217401.jpg,100G,5.5,1.88,$1.88 / 100G,TRUE,4 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,WHITE ROLLS,bakery,"rolls, wraps & flatbreads","Tip Top Potato 4 Premium Sliced Burger Buns<br><br>Tip Top® Potato Buns are no ordinary burger buns. We use only the finest potatoes to deliver softness and taste, and each bun is pre-sliced for your convenience. Simply fill with your favourite ingredients to take your burger game to the next level.<br> Tip Top® is all about home-grown goodness. That's why we bake every day with Aussie wheat. We partner with Foodbank to share goodness with the community. And we use more sustainable packaging wherever we can so Australia stays beautiful for generations to come.<br><br>No Artificial Colours or Flavours<br><br>Source of Fibre<br><br>Suitable for Vegans and Vegetarians",False,"Source Of Fibre, No Added Sugars, No Added Artificial Colour, No Added Artificial Flavour, No Added Preservatives","Wheat, Gluten, Soy",No Artificial Preservatives,"Wheat Flour, Water, Bakers Yeast, Potato Flakes (6%), Sugar, Canola Oil, Wheat Gluten, Iodised Salt, Soy Flour, Vegetable Emulsifiers (472e, 481), Preservative (282), Wheat Malt Flour, Colour (160a), Vitamins (Thiamin, Folic Acid)."
Tip Top The One Gluten Free Smooth Wholegrain Bread,Tip Top The One Gluten Free Smooth Wholegrain Bread 550g,218375,9339423009088,https://cdn0.woolworths.media/content/wowproductimages/medium/218375.jpg,100G,7,1.27,$1.27 / 100G,TRUE,550g,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE BREAD,DIETARY NEEDS,bakery,white & wholemeal bread,"This super soft and tasty loaf of Tip Top The One Gluten Free is high in fibre and has the added benefits of essential Vitamins and Minerals.It’s the only one you need.<br><br>This super soft and tasty loaf of Tip Top The One Gluten Free is high in fibre and has the added benefits of essential Vitamins and Minerals.It’s the only one you need.<br>Tip Top is all about home-grown goodness.<br>We partner with Foodbank to share goodness with the community. And we use more sustainable packaging whenever we can so Australia stays beautiful for generations to come.<br><br>High in Fibre<br><br>Vitamins and Minerals<br><br>Good Source of Iron<br><br>Dairy Free<br><br>Contains VitaminB6, Vitamin E,Niacin and Zinc<br><br>Gluten Free - Endorsed by Coeliac Australia<br><br>Fodmap Friendly<br><br>Source of Whole Grains: Rice, Millet,Buckwheat, Teff and Quinoa",False,GLUTEN FREE;Free From Dairy;No Added Artificial Colour;No Added Artificial Flavour;Source Of Iron;No Added Preservatives;,"Egg, Soy",No Artificial Colours or Flavours,"Water, Modified Tapioca Starches (1442, 1412), Rice Flour, Whole Grain Wholemeal Gluten Free Flour (9%) (Wholemeal Rice Flour, Wholemeal Millet Flour, Wholemeal Buckwheat Flour, Wholemeal Brown Teff Flour, Wholemeal Quinoa Flour), Canola Oil, Sugar, Egg White Powder, Soy Flour, Baker's Yeast, Linseed Powder, Iodised Salt, Vinegar, Maize Starch, Thickeners (464, 466), Vegetable Gum (412), Minerals (Iron, Zinc), Vitamins (Vitamin E, Niacin, Vitamin B6)."
Toscano Tiramisu Twin,Toscano Tiramisu Twin 60g X2 Pack,678110,9350007001595,https://cdn0.woolworths.media/content/wowproductimages/medium/678110.jpg,100G,6,5,$5.00 / 100G,TRUE,60G x2 Pack,BAKEHOUSE,INSTORE BAKERY,RESALE CAKE INSTORE,DESSERTS,bakery,baked snacks & sweets,"Toscano Tiramisu contains coffee & marsala soaked sponge cake, mascarpone from the Dolomites and premium Italian cocoa. <br> <p>Tiramisu, what we eat after a big Italian lunch. Italian sponge cake soaked in a premium Arabica coffee and traditional Marsala wine, a thick dollop of Mascarpone from the Dolomites, and a simple dusting of our best cocoa powder. Just a classic Tiramisu really.</p><p>No artificial colours or flavours.</p><p>No preservatives.</p>",False,,,Soy Free,"Water, Glucose Syrup, Coconut Oil, Italian Sponge Cake (5%) (Wheat Flour, Sugar, Eggs, Water, Emulsifier (471), Raising Agents (450, 500), Glucose Syrup, Salt), Sugar, Milk Protein Powder, Egg Yolk, Italian Mascarpone (3%) (Cream (from Milk), Milk, Acidity Regulator (Lactic Acid)), Milk Powder, Italian Mrsala Wine (1.7%), Cocoa Dusting (1.7%), Alcohol (1.4%), Gelatine, Emulsifier (471), Thickeners (407, 415), Rpbusta & Arabic Blend Freeze-dried Coffee (0.3%), Lemon Fibre."
Woolworths Hawaiian Jumbo Roll,Woolworths Hawaiian Jumbo Roll 2 Pack,251478,0280392000004,https://cdn0.woolworths.media/content/wowproductimages/medium/251478.jpg,1EA,3.4,1.7,$1.70 / 1EA,TRUE,2 Pack,BAKEHOUSE,INSTORE BAKERY,ISB SNACK BREAD,ROLL,bakery,baked snacks & sweets,<p>Woolworths Extra Soft Jumbo Hawaiian Roll. </p>,False,,"Gluten, Milk",Fish Free,"Wheat Flour,Cheese(14%)(Cheese(69%)(Milk,Salt, Cultures,Rennet)),Processed Cheese(Water,Palm Oil, Potato Starch,Milk Protein,Salt,Natural Flavour, Natural Colour(160a)),Anticaking Agent(460), Preservative(200)),Bacon(11%)(Pork(58%),Water, Modified Starches(1442,1414,1450,1412),Tapioca Starch,Rice Flour,Cure(Salt,Sugar,AcidityRegs(326, 325,262),Dextrose,Mineral Salts (451,450,452),Pork Protein,Potato Starch, Antioxidant(316,301),Veg Gum(407),Preservative(250)),Maltodextrin,Smoke Flavour,Flavour,Colours (120,160c),Spices,Herbs, Garlic, Honey),Water,Tomato Sauce(8%)(Water, Tomato,Herbs,Spices,Dehydrated Veg,Sugar,Salt, Canola Oil,FoodAcid(330)),Pineapple(5%)Pineapple (60%), Sugar),Yeast,Vegetable Oils (Palm, Canola), Iodised Salt,Yellow Pea Flour, Vitamins(B1,B9)."
Tip Top Pizza Bases Wholemeal 12 Inch,Tip Top Pizza Bases Wholemeal 12 Inch 2 Pack,856994,9339423008425,https://cdn0.woolworths.media/content/wowproductimages/medium/856994.jpg,100G,4,0.91,$0.91 / 100G,TRUE,2 Pack,PROPRIETARY BAKERY,PROPRIETARY BAKERY,RESALE INTERNATIONAL BREAD,PIZZA/BASES,bakery,"rolls, wraps & flatbreads",<p>Tip Top 2 Gourmet Pizza Bases Wholemeal<BR><BR>Baked fresh from traditional recipes from all over the world combined with the finest Australian ingredients<br/><br/>Tip Top is all about homegrown goodness That's why we bake every day with Aussie wheat We partner with Foodbank to share goodness with the community And we use more sustainable packaging wherever we can so Australia stays beautiful for generations to come<BR><BR>No Artificial Colours or Flavours<BR><BR>Very high in Whole Grain</p>,False,"Low in Saturated Fat, No Preservatives","Cereals, Gluten",Dairy Free,"Wholemeal Wheat Flour (41%), Water, Wheat Flour, Canola Oil, Vinegar, Salt, Olive Oil, Raising Agents (450, 500, 341), Dextrose, Preservative (282), Emulsifier (472e), Vitamins(Thiamin, Folic Acid)."
